user_id,session_id,date,month,channel,campaign_type,device,user_type,region,visited_website,viewed_product,added_to_cart,checkout_started,purchase_completed,discount_applied,order_value,revenue,visited_website_flag,viewed_product_flag,added_to_cart_flag,checkout_started_flag,purchase_completed_flag,discount_applied_flag
429365,18,2025-11-25,2025-11,Organic,Discount,Desktop,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
164820,19,2025-10-28,2025-10,Email,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
887201,20,2025-10-14,2025-10,Paid Ads,Influencer,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0,1,1,1,1,0,0
421879,21,2025-07-04,2025-07,Email,New Launch,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
818315,22,2025-12-19,2025-12,Organic,New Launch,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
427069,23,2025-08-31,2025-08,Paid Ads,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
876997,24,2025-07-13,2025-07,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
299041,25,2025-10-21,2025-10,Organic,Discount,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
891743,26,2025-11-25,2025-11,Paid Ads,Influencer,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
203355,27,2025-12-27,2025-12,Organic,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
335796,28,2025-11-11,2025-11,Organic,Influencer,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
314176,29,2025-11-20,2025-11,Organic,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
284779,30,2025-09-02,2025-09,Organic,New Launch,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
447449,31,2025-10-02,2025-10,Email,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
521909,32,2025-12-11,2025-12,Paid Ads,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
358795,33,2025-12-11,2025-12,Social,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
586232,34,2025-11-08,2025-11,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
600186,35,2025-09-29,2025-09,Organic,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
256730,36,2025-10-31,2025-10,Organic,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
970910,37,2025-08-09,2025-08,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
484681,38,2025-12-13,2025-12,Email,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
249503,39,2025-08-14,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
754811,40,2025-10-13,2025-10,Social,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
627035,41,2025-10-28,2025-10,Paid Ads,Influencer,Desktop,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
748143,42,2025-10-03,2025-10,Organic,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
552366,43,2025-09-04,2025-09,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,Yes,Yes,3126.93,2814.237,1,1,1,1,1,1
165725,44,2025-07-24,2025-07,Social,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
229981,45,2025-07-06,2025-07,Paid Ads,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
184654,46,2025-11-03,2025-11,Organic,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
691723,47,2025-09-19,2025-09,Email,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
419030,48,2025-09-28,2025-09,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
428947,49,2025-11-07,2025-11,Email,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
655839,50,2025-07-26,2025-07,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
373538,51,2025-08-13,2025-08,Paid Ads,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
431236,52,2025-07-01,2025-07,Email,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
628178,53,2025-11-07,2025-11,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
665894,54,2025-07-11,2025-07,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
589492,55,2025-12-05,2025-12,Social,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
356840,56,2025-08-03,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
573254,57,2025-08-30,2025-08,Organic,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
449457,58,2025-09-29,2025-09,Organic,Discount,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
765987,59,2025-10-15,2025-10,Organic,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,No,2559.06,2559.06,1,1,1,1,1,0
370936,60,2025-12-09,2025-12,Organic,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
339931,61,2025-10-11,2025-10,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
339629,62,2025-07-02,2025-07,Social,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
305041,63,2025-09-02,2025-09,Social,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
798361,64,2025-10-02,2025-10,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
831912,65,2025-11-08,2025-11,Social,Discount,Desktop,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
517113,66,2025-11-04,2025-11,Social,New Launch,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
168148,67,2025-12-05,2025-12,Social,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
877089,68,2025-10-09,2025-10,Paid Ads,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
748531,69,2025-12-10,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
351995,70,2025-10-30,2025-10,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
778843,71,2025-11-27,2025-11,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
672843,72,2025-09-20,2025-09,Organic,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,Yes,Yes,Yes,No,1559.84,1559.84,1,1,1,1,1,0
356508,73,2025-08-31,2025-08,Paid Ads,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
903591,74,2025-10-17,2025-10,Organic,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
996942,75,2025-08-23,2025-08,Organic,Discount,Desktop,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,Yes,1823.87,1641.483,1,1,1,1,1,1
206530,76,2025-10-21,2025-10,Paid Ads,New Launch,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
704365,77,2025-08-07,2025-08,Organic,New Launch,Desktop,New,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0,1,1,1,1,0,0
922352,78,2025-07-30,2025-07,Organic,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
560337,79,2025-11-07,2025-11,Paid Ads,New Launch,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
824839,80,2025-07-20,2025-07,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0,1,1,1,1,0,0
905889,81,2025-12-19,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
559773,82,2025-09-06,2025-09,Organic,Influencer,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
308261,83,2025-10-20,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
864469,84,2025-07-09,2025-07,Organic,Influencer,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
441097,85,2025-11-19,2025-11,Social,New Launch,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
415139,86,2025-07-11,2025-07,Social,Discount,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2075.42,1867.878,1,1,1,1,1,1
271829,87,2025-07-10,2025-07,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
371836,88,2025-08-26,2025-08,Paid Ads,New Launch,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
538974,89,2025-07-06,2025-07,Organic,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
302283,90,2025-11-22,2025-11,Paid Ads,New Launch,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
296769,91,2025-07-13,2025-07,Organic,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
661353,92,2025-08-28,2025-08,Organic,Influencer,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
323165,93,2025-08-16,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
723587,94,2025-11-01,2025-11,Organic,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
635822,95,2025-10-28,2025-10,Email,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
587879,96,2025-07-04,2025-07,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
664685,97,2025-07-26,2025-07,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0,1,1,1,1,0,0
882038,98,2025-08-01,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
453531,99,2025-11-16,2025-11,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
363160,100,2025-10-26,2025-10,Organic,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
679879,101,2025-08-21,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
320884,102,2025-12-04,2025-12,Organic,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
123247,103,2025-11-07,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
124300,104,2025-08-18,2025-08,Organic,Influencer,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2408.04,2167.236,1,1,1,1,1,1
567281,105,2025-10-21,2025-10,Social,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
707086,106,2025-11-26,2025-11,Organic,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
633556,107,2025-07-17,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
448951,108,2025-10-17,2025-10,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
374329,109,2025-10-04,2025-10,Organic,Discount,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
819064,110,2025-11-08,2025-11,Organic,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2434.04,2190.636,1,1,1,1,1,1
842139,111,2025-08-11,2025-08,Organic,Discount,Desktop,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
532315,112,2025-12-23,2025-12,Social,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
616588,113,2025-10-24,2025-10,Organic,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
336584,114,2025-10-03,2025-10,Email,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
662332,115,2025-12-06,2025-12,Paid Ads,Discount,Desktop,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
937646,116,2025-11-03,2025-11,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
476896,117,2025-11-06,2025-11,Paid Ads,Influencer,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
148984,118,2025-09-30,2025-09,Paid Ads,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
402918,119,2025-09-25,2025-09,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
364712,120,2025-10-24,2025-10,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
220151,121,2025-09-07,2025-09,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
555808,122,2025-07-01,2025-07,Organic,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
233767,123,2025-09-18,2025-09,Organic,Discount,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
748663,124,2025-08-05,2025-08,Social,Influencer,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
803550,125,2025-10-09,2025-10,Social,Discount,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
236330,126,2025-09-18,2025-09,Social,New Launch,Desktop,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
580754,127,2025-08-30,2025-08,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
401648,128,2025-09-14,2025-09,Social,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
788519,129,2025-07-04,2025-07,Organic,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
113986,130,2025-10-27,2025-10,Social,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
686146,131,2025-08-18,2025-08,Paid Ads,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
229312,132,2025-08-10,2025-08,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
112666,133,2025-10-29,2025-10,Organic,New Launch,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
400804,134,2025-07-21,2025-07,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
234633,135,2025-08-09,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
388998,136,2025-10-01,2025-10,Email,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
950937,137,2025-09-17,2025-09,Social,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
728776,138,2025-09-16,2025-09,Paid Ads,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
807611,139,2025-10-10,2025-10,Organic,Influencer,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
384806,140,2025-12-15,2025-12,Social,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
894824,141,2025-12-02,2025-12,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
130535,142,2025-12-17,2025-12,Organic,Discount,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
475713,143,2025-10-12,2025-10,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
938688,144,2025-11-03,2025-11,Email,New Launch,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
451279,145,2025-12-11,2025-12,Paid Ads,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
921654,146,2025-11-16,2025-11,Organic,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
701661,147,2025-09-15,2025-09,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
747972,148,2025-08-04,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
589570,149,2025-09-23,2025-09,Organic,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
556551,150,2025-08-06,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
373109,151,2025-11-17,2025-11,Organic,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
124538,152,2025-12-25,2025-12,Paid Ads,Influencer,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
994498,153,2025-11-30,2025-11,Organic,Discount,Desktop,New,Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
301664,154,2025-09-01,2025-09,Organic,Discount,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
591234,155,2025-10-27,2025-10,Social,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
999684,156,2025-10-16,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
239182,157,2025-07-10,2025-07,Organic,Influencer,Desktop,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
572525,158,2025-08-27,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
258338,159,2025-10-11,2025-10,Social,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
284064,160,2025-07-03,2025-07,Social,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
314020,161,2025-08-24,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
723094,162,2025-11-17,2025-11,Email,Influencer,Mobile,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,Yes,2519.59,2267.631,1,1,1,1,1,1
997421,163,2025-08-14,2025-08,Social,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
715270,164,2025-12-16,2025-12,Social,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
745914,165,2025-10-04,2025-10,Paid Ads,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0,1,1,1,1,0,0
219176,166,2025-12-17,2025-12,Social,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
318126,167,2025-08-02,2025-08,Organic,Discount,Desktop,Returning,Non-Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0,1,1,1,1,0,0
318969,168,2025-09-08,2025-09,Paid Ads,Discount,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
222409,169,2025-07-06,2025-07,Paid Ads,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
647707,170,2025-11-07,2025-11,Email,Influencer,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499.0,0.0,1,1,1,0,0,0
353618,171,2025-12-01,2025-12,Email,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
869598,172,2025-08-17,2025-08,Organic,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
150015,173,2025-08-26,2025-08,Email,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
872838,174,2025-09-07,2025-09,Social,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,Yes,No,2564.25,2564.25,1,1,1,1,1,0
222096,175,2025-12-21,2025-12,Paid Ads,New Launch,Desktop,New,Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
731347,176,2025-12-23,2025-12,Organic,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
285340,177,2025-08-10,2025-08,Email,New Launch,Desktop,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,No,2152.36,2152.36,1,1,1,1,1,0
210687,178,2025-10-15,2025-10,Organic,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499.0,0.0,1,0,0,0,0,0
974371,179,2025-07-16,2025-07,Social,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499.0,0.0,1,1,0,0,0,0
511357,180,2025-12-27,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499.0,0.0,1,1,1,1,0,0
